skill_type,name,alias_name,localized_name,base_value,S_A,B_C,D_E_F,G,affinity_role,is_evo,evo_parents
ius,Triumphant Pulse,勝利の鼓動|The Beat of Victory,Triumphant Pulse,180.0,,,,,,0,
ius,Anchors Aweigh!,"不沈艦、抜錨ォッ！|Unsinkable Ship, Anchored!",Anchors Aweigh!,180.0,,,,,,0,
ius,Cut and Drive!,カッティング×DRIVE！|Cutting × DRIVE!,Cut and Drive!,180.0,,,,,,0,
ius,Resplendent Red Ace,ブリリアント・レッドエース|Brilliant Red Ace,Resplendent Red Ace,180.0,,,,,,0,
ius,Shooting for Victory!,ヴィクトリーショット！|Victory Shot!,Shooting for Victory!,180.0,,,,,,0,
ius,"Where There's a Will, There's a Way",精神一到何事か成らざらん,"Where There's a Will, There's a Way",180.0,,,,,,0,
ius,The Duty of Dignity Calls,貴顕の使命を果たすべく|Fulfilling Your Noble Duty,The Duty of Dignity Calls,180.0,,,,,,0,
ius,Victoria por plancha ☆,プランチャ☆ガナドール|Plancha ☆ Ganador,Victoria por plancha ☆,180.0,,,,,,0,
ius,This Dance Is for Vittoria!,ヴィットーリアに捧ぐ舞踏|Dance for Vittoria,This Dance Is for Vittoria!,180.0,,,,,,0,
ius,Behold Thine Emperor's Divine Might,"汝、皇帝の神威を見よ|Thou, Witness the Heavenly Might of the Emperor",Behold Thine Emperor's Divine Might,180.0,,,,,,0,
ius,Blazing Pride,ブレイズ・オブ・プライド|Blaze of Pride,Blazing Pride,180.0,,,,,,0,
ius,∴win Q.E.D.,win Q.E.D,∴win Q.E.D.,180.0,,,,,,0,
ius,Flashy☆Landing,ひらめき☆ランディング|Inspiration ☆ Landing,Flashy☆Landing,180.0,,,,,,0,
ius,G00 1st. F∞;,G00 1st.F∞;|G00 1stF∞,G00 1st. F∞;,180.0,,,,,,0,
ius,Let's Pump Some Iron!,レッツ・アナボリック！|Let's Anabolic!,Let's Pump Some Iron!,180.0,,,,,,0,
ius,Blue Rose Closer,ブルーローズチェイサー|Blue Rose Chaser,Blue Rose Closer,180.0,,,,,,0,
ius,U=ma2,,U=ma2,180.0,,,,,,0,
ius,Our Ticket to Win!,"勝利のチケットを、君にッ！|The Ticket to Victory, for You!",Our Ticket to Win!,180.0,,,,,,0,
ius,Genius x Bakushin = Victory,優等生×バクシン＝大勝利ッ|Honor Student x Bakushin = Big Victory|優等生×バクシン=大勝利ッ,Genius x Bakushin = Victory,180.0,,,,,,0,
ius,Pure Heart,ピュリティオブハート|Purity of Heart,Pure Heart,180.0,,,,,,0,
ius,Super-Duper Climax,ワクワククライマックス|Exciting Climax,Super-Duper Climax,180.0,,,,,,0,
ius,I See Victory in My Future!,来ます来てます来させます！|Luck Is Coming,I See Victory in My Future!,180.0,,,,,,0,
ius,Just a Little Farther!,"きっとその先へ…！|Surely, Beyond...!",Just a Little Farther!,180.0,,,,,,0,
ius,Prideful King,Pride of KING,Prideful King,180.0,,,,,,0,
green,Right-Handed ◎,右回り◎|Right Turns ◎,Right-Handed ◎,174.0,,,,,,0,
green,Right-Handed ○,右回り○|Right Turns ○,Right-Handed ○,129.0,,,,,,0,
purple,Right-Handed ×,右回り×|Right Turns ×,Right-Handed ×,50.0,,,,,,0,
green,Left-Handed ◎,左回り◎|Left Turns ◎,Left-Handed ◎,174.0,,,,,,0,
green,Left-Handed ○,左回り○|Left Turns ○,Left-Handed ○,129.0,,,,,,0,
purple,Left-Handed ×,左回り×|Left Turns ×,Left-Handed ×,50.0,,,,,,0,
green,Tokyo Racecourse ◎,東京レース場◎|Tokyo Racetrack ◎,Tokyo Racecourse ◎,174.0,,,,,,0,
green,Tokyo Racecourse ○,東京レース場○|Tokyo Racetrack ○,Tokyo Racecourse ○,129.0,,,,,,0,
purple,Tokyo Racecourse ×,東京レース場×|Tokyo Racetrack ×,Tokyo Racecourse ×,50.0,,,,,,0,
green,Nakayama Racecourse ◎,中山レース場◎|Nakayama Racetrack ◎,Nakayama Racecourse ◎,174.0,,,,,,0,
green,Nakayama Racecourse ○,中山レース場○|Nakayama Racetrack ○,Nakayama Racecourse ○,129.0,,,,,,0,
purple,Nakayama Racecourse ×,中山レース場×|Nakayama Racetrack ×,Nakayama Racecourse ×,50.0,,,,,,0,
green,Hanshin Racecourse ◎,阪神レース場◎|Hanshin Racetrack ◎,Hanshin Racecourse ◎,174.0,,,,,,0,
green,Hanshin Racecourse ○,阪神レース場○|Hanshin Racetrack ○,Hanshin Racecourse ○,129.0,,,,,,0,
purple,Hanshin Racecourse ×,阪神レース場×|Hanshin Racetrack ×,Hanshin Racecourse ×,50.0,,,,,,0,
green,Kyoto Racecourse ◎,京都レース場◎|Kyoto Racetrack ◎,Kyoto Racecourse ◎,174.0,,,,,,0,
green,Kyoto Racecourse ○,京都レース場○|Kyoto Racetrack ○,Kyoto Racecourse ○,129.0,,,,,,0,
purple,Kyoto Racecourse ×,京都レース場×|Kyoto Racetrack ×,Kyoto Racecourse ×,50.0,,,,,,0,
green,Chukyo Racecourse ◎,中京レース場◎|Chukyo Racetrack ◎,Chukyo Racecourse ◎,174.0,,,,,,0,
green,Chukyo Racecourse ○,中京レース場○|Chukyo Racetrack ○,Chukyo Racecourse ○,129.0,,,,,,0,
purple,Chukyo Racecourse ×,中京レース場×|Chukyo Racetrack ×,Chukyo Racecourse ×,50.0,,,,,,0,
green,Sapporo Racecourse ◎,札幌レース場◎|Sapporo Racetrack ◎,Sapporo Racecourse ◎,174.0,,,,,,0,
green,Sapporo Racecourse ○,札幌レース場○|Sapporo Racetrack ○,Sapporo Racecourse ○,129.0,,,,,,0,
purple,Sapporo Racecourse ×,札幌レース場×|Sapporo Racetrack ×,Sapporo Racecourse ×,40.0,,,,,,0,
green,Hakodate Racecourse ◎,函館レース場◎|Hakodate Racetrack ◎,Hakodate Racecourse ◎,174.0,,,,,,0,
green,Hakodate Racecourse ○,函館レース場○|Hakodate Racetrack ○,Hakodate Racecourse ○,129.0,,,,,,0,
purple,Hakodate Racecourse ×,函館レース場×|Hakodate Racetrack ×,Hakodate Racecourse ×,40.0,,,,,,0,
green,Fukushima Racecourse ◎,福島レース場◎|Fukushima Racetrack ◎,Fukushima Racecourse ◎,174.0,,,,,,0,
green,Fukushima Racecourse ○,福島レース場○|Fukushima Racetrack ○,Fukushima Racecourse ○,129.0,,,,,,0,
purple,Fukushima Racecourse ×,福島レース場×|Fukushima Racetrack ×,Fukushima Racecourse ×,40.0,,,,,,0,
green,Niigata Racecourse ◎,新潟レース場◎|Niigata Racetrack ◎,Niigata Racecourse ◎,174.0,,,,,,0,
green,Niigata Racecourse ○,新潟レース場○|Niigata Racetrack ○,Niigata Racecourse ○,129.0,,,,,,0,
purple,Niigata Racecourse ×,新潟レース場×|Niigata Racetrack ×,Niigata Racecourse ×,40.0,,,,,,0,
green,Kokura Racecourse ◎,小倉レース場◎|Kokura Racetrack ◎,Kokura Racecourse ◎,174.0,,,,,,0,
green,Kokura Racecourse ○,小倉レース場○|Kokura Racetrack ○,Kokura Racecourse ○,129.0,,,,,,0,
purple,Kokura Racecourse ×,小倉レース場×|Kokura Racetrack ×,Kokura Racecourse ×,40.0,,,,,,0,
green,Standard Distance ◎,根幹距離◎|Core Distances ◎,Standard Distance ◎,174.0,,,,,,0,
green,Standard Distance ○,根幹距離○|Core Distances ○,Standard Distance ○,129.0,,,,,,0,
purple,Standard Distance ×,根幹距離×|Core Distances ×,Standard Distance ×,50.0,,,,,,0,
green,Non-Standard Distance ◎,非根幹距離◎|Non-Core Distances ◎,Non-Standard Distance ◎,174.0,,,,,,0,
green,Non-Standard Distance ○,非根幹距離○|Non-Core Distances ○,Non-Standard Distance ○,129.0,,,,,,0,
purple,Non-Standard Distance ×,非根幹距離×|Non-Core Distances ×,Non-Standard Distance ×,50.0,,,,,,0,
green,Firm Conditions ◎,良バ場◎|Good Track Condition ◎,Firm Conditions ◎,174.0,,,,,,0,
green,Firm Conditions ○,良バ場○|Good Track Condition ○,Firm Conditions ○,129.0,,,,,,0,
purple,Firm Conditions ×,良バ場×|Good Track Condition ×,Firm Conditions ×,50.0,,,,,,0,
green,Wet Conditions ◎,道悪◎|Bad Track Condition ◎,Wet Conditions ◎,174.0,,,,,,0,
green,Wet Conditions ○,道悪○|Bad Track Condition ○,Wet Conditions ○,129.0,,,,,,0,
purple,Wet Conditions ×,道悪×|Bad Track Condition ×,Wet Conditions ×,50.0,,,,,,0,
green,Spring Runner ◎,春ウマ娘◎|Spring Girl ◎,Spring Runner ◎,174.0,,,,,,0,
green,Spring Runner ○,春ウマ娘○|Spring Girl ○,Spring Runner ○,129.0,,,,,,0,
purple,Spring Runner ×,春ウマ娘×|Spring Girl ×,Spring Runner ×,50.0,,,,,,0,
green,Summer Runner ◎,夏ウマ娘◎|Summer Girl ◎,Summer Runner ◎,174.0,,,,,,0,
green,Summer Runner ○,夏ウマ娘○|Summer Girl ○,Summer Runner ○,129.0,,,,,,0,
purple,Summer Runner ×,夏ウマ娘×|Summer Girl ×,Summer Runner ×,50.0,,,,,,0,
green,Fall Runner ◎,秋ウマ娘◎|Autumn Girl ◎,Fall Runner ◎,174.0,,,,,,0,
green,Fall Runner ○,秋ウマ娘○|Autumn Girl ○,Fall Runner ○,129.0,,,,,,0,
purple,Fall Runner ×,秋ウマ娘×|Autumn Girl ×,Fall Runner ×,50.0,,,,,,0,
green,Winter Runner ◎,冬ウマ娘◎|Winter Girl ◎,Winter Runner ◎,174.0,,,,,,0,
green,Winter Runner ○,冬ウマ娘○|Winter Girl ○,Winter Runner ○,129.0,,,,,,0,
purple,Winter Runner ×,冬ウマ娘×|Winter Girl ×,Winter Runner ×,50.0,,,,,,0,
green,Sunny Days ◎,晴れの日◎,Sunny Days ◎,174.0,,,,,,0,
green,Sunny Days ○,晴れの日○,Sunny Days ○,129.0,,,,,,0,
green,Cloudy Days ◎,曇りの日◎,Cloudy Days ◎,174.0,,,,,,0,
green,Cloudy Days ○,曇りの日○,Cloudy Days ○,129.0,,,,,,0,
green,Rainy Days ◎,雨の日◎,Rainy Days ◎,174.0,,,,,,0,
green,Rainy Days ○,雨の日○,Rainy Days ○,129.0,,,,,,0,
purple,Rainy Days ×,雨の日×,Rainy Days ×,50.0,,,,,,0,
green,Snowy Days ◎,雪の日◎,Snowy Days ◎,174.0,,,,,,0,
green,Snowy Days ○,雪の日○,Snowy Days ○,129.0,,,,,,0,
green,Inner Post Proficiency ◎,内枠得意◎|Inner Gate Affinity ◎,Inner Post Proficiency ◎,174.0,,,,,,0,
green,Inner Post Proficiency ○,内枠得意○|Inner Gate Affinity ○,Inner Post Proficiency ○,129.0,,,,,,0,
purple,Inner Post Averseness,内枠苦手|Inner Gate Affinity ×,Inner Post Averseness,50.0,,,,,,0,
green,Outer Post Proficiency ◎,外枠得意◎|Outer Gate Affinity ◎,Outer Post Proficiency ◎,174.0,,,,,,0,
green,Outer Post Proficiency ○,外枠得意○|Outer Gate Affinity ○,Outer Post Proficiency ○,129.0,,,,,,0,
purple,Outer Post Averseness,外枠苦手|Outer Gate Affinity ×,Outer Post Averseness,50.0,,,,,,0,
green,Maverick ◎,おひとり様◎|Loner ◎,Maverick ◎,174.0,,,,,,0,
green,Maverick ○,おひとり様○|Loner ○,Maverick ○,129.0,,,,,,0,
green,Competitive Spirit ◎,対抗意識◎,Competitive Spirit ◎,174.0,,,,,,0,
green,Competitive Spirit ○,対抗意識○,Competitive Spirit ○,129.0,,,,,,0,
purple,Wallflower,引っ込み思案|Introverted,Wallflower,50.0,,,,,,0,
green,Target in Sight ◎,徹底マーク◎|Eyes On You ◎,Target in Sight ◎,174.0,,,,,,0,
green,Target in Sight ○,徹底マーク○|Eyes On You ○,Target in Sight ○,129.0,,,,,,0,
green,Long Shot ◎,伏兵◎|Underdog ◎,Long Shot ◎,174.0,,,,,,0,
green,Long Shot ○,伏兵○|Underdog ○,Long Shot ○,129.0,,,,,,0,
purple,G1 Averseness,GⅠ苦手|G1 Dislike,G1 Averseness,50.0,,,,,,0,
purple,Paddock Fright,小心者|Timid,Paddock Fright,50.0,,,,,,0,
gold,Professor of Curvature,弧線のプロフェッサー|Archline Professor,Professor of Curvature,508.0,,,,,,0,
yellow,Corner Adept ○,コーナー巧者○|Clever Cornerer ○|コーナー巧者◯,Corner Adept ○,217.0,,,,,,0,
purple,Corner Adept ×,コーナー巧者×|Clever Cornerer ×,Corner Adept ×,100.0,,,,,,0,
gold,Corner Connoisseur,曲線のソムリエ|Curve Sommelier,Corner Connoisseur,508.0,,,,,,0,
yellow,Corner Acceleration ○,コーナー加速○|Corner Accel ○|コーナー加速◯,Corner Acceleration ○,217.0,,,,,,0,
purple,Corner Acceleration ×,コーナー加速×|Corner Accel ×,Corner Acceleration ×,100.0,,,,,,0,
gold,Swinging Maestro,円弧のマエストロ|Arc Maestro,Swinging Maestro,508.0,,,,,,0,
blue,Corner Recovery ○,コーナー回復○|コーナー回復◯,Corner Recovery ○,217.0,,,,,,0,
purple,Corner Recovery ×,コーナー回復×,Corner Recovery ×,100.0,,,,,,0,
gold,Beeline Burst,ハヤテ一文字|Like The Wind,Beeline Burst,508.0,,,,,,0,
yellow,Straightaway Adept,直線巧者|Straight Skill,Straightaway Adept,217.0,,,,,,0,
gold,Rushing Gale!,一陣の風|Gust of Wind,Rushing Gale!,508.0,,,,,,0,
yellow,Straightaway Acceleration,直線加速|Straight Accel,Straightaway Acceleration,217.0,,,,,,0,
gold,Breath of Fresh Air,好転一息,Breath of Fresh Air,508.0,,,,,,0,
blue,Straightaway Recovery,直線回復|Straight Recovery,Straightaway Recovery,217.0,,,,,,0,
purple,Ramp Revulsion,坂苦手|Hill Dislike,Ramp Revulsion,100.0,,,,,,0,
purple,Packphobia,バ群嫌い|Crowd Hater,Packphobia,100.0,,,,,,0,
purple,Defeatist,あきらめ癖|Resignation,Defeatist,100.0,,,,,,0,
purple,Reckless,手抜き癖|Negligence,Reckless,100.0,,,,,,0,
gold,Concentration,コンセントレーション,Concentration,394.0,,,,,,0,
yellow,Focus,集中力,Focus,129.0,,,,,,0,
purple,Gatekept,ゲート難|Gate Trouble,Gatekept,70.0,,,,,,0,
gold,Iron Will,鋼の意志|Will of Steel,Iron Will,508.0,,,,,,0,
blue,Lay Low,隠れ蓑|Undercover,Lay Low,217.0,,,,,,0,
gold,Center Stage,注目の踊り子|Star of the Show,Center Stage,334.0,,,,,,0,
yellow,Prudent Positioning,ポジションセンス|Position Sense,Prudent Positioning,129.0,,,,,,0,
gold,It's On!,アガッてきた！|Now I'm Pumped!,It's On!,508.0,,,,,,0,
yellow,Ramp Up,ペースアップ|Up The Pace,Ramp Up,217.0,,,,,,0,
gold,Indomitable,不屈の心|Indomitable Heart,Indomitable,508.0,,,,,,0,
blue,Pace Strategy,ペースキープ|Keep the Pace,Pace Strategy,217.0,,,,,,0,
gold,Unruffled,どこ吹く風|Where the Wind Blows,Unruffled,508.0,,,,,,0,
blue,Calm in a Crowd,ウマ込み冷静|Crowded Calm,Calm in a Crowd,217.0,,,,,,0,
gold,No Stopping Me!,ノンストップガール|Non-stop Girl,No Stopping Me!,394.0,,,,,,0,
yellow,Nimble Navigator,垂れウマ回避|Slight Detour,Nimble Navigator,174.0,,,,,,0,
gold,Lane Legerdemain,レーンの魔術師|Magician of the Lane,Lane Legerdemain,334.0,,,,,,0,
yellow,Go with the Flow,臨機応変|Improvise,Go with the Flow,129.0,,,,,,0,
gold,In Body and Mind,全身全霊|Heart and Soul,In Body and Mind,508.0,,,,,,0,
yellow,Homestretch Haste,末脚|Last Leg,Homestretch Haste,217.0,,,,,,0,
purple,Running Idle,空回り,Running Idle,100.0,,,,,,0,
gold,Taking the Lead,先手必勝|Fortune Favors the Fast,Taking the Lead,334.0,367.0,301.0,267.0,234.0,Front,0,
yellow,Early Lead,先駆け|Frontrunner,Early Lead,217.0,239.0,195.0,174.0,152.0,Front,0,
gold,Escape Artist,脱出術,Escape Artist,508.0,559.0,457.0,406.0,356.0,Front,0,
yellow,Fast-Paced,急ぎ足|Fast Paced,Fast-Paced,217.0,239.0,195.0,174.0,152.0,Front,0,
gold,Unrestrained,逃亡者|Runaway,Unrestrained,508.0,559.0,457.0,406.0,356.0,Front,0,
yellow,Final Push,"押し切り準備|Press Forward, Ready!",Final Push,217.0,239.0,195.0,174.0,152.0,Front,0,
gold,Calm and Collected,余裕綽々|Calm and Composed,Calm and Collected,508.0,559.0,457.0,406.0,356.0,Pace,0,
blue,Stamina to Spare,スタミナキープ|Stamina Keep,Stamina to Spare,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,Race Planner,レースプランナー,Race Planner,508.0,559.0,457.0,406.0,356.0,Pace,0,
blue,Preferred Position,好位追走|Favorite Place,Preferred Position,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,Speed Star,スピードスター,Speed Star,508.0,559.0,457.0,406.0,356.0,Pace,0,
yellow,Prepared to Pass,抜け出し準備|Passing Preparations,Prepared to Pass,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,Fast & Furious,迅速果断|Quick and Decisive,Fast & Furious,508.0,559.0,457.0,406.0,356.0,Late,0,
yellow,Position Pilfer,位置取り押し上げ|Position Swiper,Position Pilfer,217.0,239.0,195.0,174.0,152.0,Late,0,
gold,On Your Left!,乗り換え上手|Switch-up Pro,On Your Left!,508.0,559.0,457.0,406.0,356.0,Late,0,
yellow,Slick Surge,差し切り体勢|Between the Lines,Slick Surge,217.0,239.0,195.0,174.0,152.0,Late,0,
gold,Rising Dragon,昇り龍,Rising Dragon,508.0,559.0,457.0,406.0,356.0,Late,0,
yellow,Outer Swell,"外差し準備|Outside Pass, Ready!",Outer Swell,217.0,239.0,195.0,174.0,152.0,Late,0,
gold,Sleeping Lion,眠れる獅子,Sleeping Lion,508.0,559.0,457.0,406.0,356.0,End,0,
blue,Standing By,後方待機|On Standby,Standing By,217.0,239.0,195.0,174.0,152.0,End,0,
gold,Sturm und Drang,疾風怒濤|Storm and Stress,Sturm und Drang,508.0,559.0,457.0,406.0,356.0,End,0,
yellow,Masterful Gambit,仕掛け抜群|Outstanding Stratagem,Masterful Gambit,217.0,239.0,195.0,174.0,152.0,End,0,
gold,Encroaching Shadow,迫る影|Imminent Shadow,Encroaching Shadow,508.0,559.0,457.0,406.0,356.0,End,0,
yellow,Straightaway Spurt,直線一気|Straight Shot,Straightaway Spurt,217.0,239.0,195.0,174.0,152.0,End,0,
gold,Turbo Sprint,スプリントターボ|Sprint Turbo,Turbo Sprint,508.0,559.0,457.0,406.0,356.0,Sprint,0,
yellow,Sprinting Gear,スプリントギア,Sprinting Gear,217.0,239.0,195.0,174.0,152.0,Sprint,0,
blue,Wait-and-See,様子見|Wait and See,Wait-and-See,217.0,239.0,195.0,174.0,152.0,Sprint,0,
gold,Blinding Flash,電撃の煌めき|Jolt of Energy,Blinding Flash,508.0,559.0,457.0,406.0,356.0,Sprint,0,
yellow,Gap Closer,詰め寄り|Draw Forward,Gap Closer,217.0,239.0,195.0,174.0,152.0,Sprint,0,
gold,Mile Maven,マイルの支配者|Ruler of Mile,Mile Maven,508.0,559.0,457.0,406.0,356.0,Mile,0,
yellow,Productive Plan,積極策|Positive Planning,Productive Plan,217.0,239.0,195.0,174.0,152.0,Mile,0,
gold,Keen Eye,慧眼|Keen Insight,Keen Eye,508.0,559.0,457.0,406.0,356.0,Mile,0,
blue,Watchful Eye,展開窺い|Progress Peek,Watchful Eye,217.0,239.0,195.0,174.0,152.0,Mile,0,
gold,Furious Feat,豪脚|Big Strides,Furious Feat,508.0,559.0,457.0,406.0,356.0,Mile,0,
yellow,Updrafters,上昇気流|Updraft,Updrafters,217.0,239.0,195.0,174.0,152.0,Mile,0,
gold,Trackblazer,切り開く者|Trailblazer,Trackblazer,508.0,559.0,457.0,406.0,356.0,Medium,0,
blue,Rosy Outlook,前途洋々|Bright Future,Rosy Outlook,217.0,239.0,195.0,174.0,152.0,Medium,0,
gold,Killer Tunes,キラーチューン|Killer Tune,Killer Tunes,508.0,559.0,457.0,406.0,356.0,Medium,0,
yellow,Up-Tempo,テンポアップ|Uptempo,Up-Tempo,217.0,239.0,195.0,174.0,152.0,Medium,0,
gold,Unyielding,勝利への執念|To Victory!,Unyielding,508.0,559.0,457.0,406.0,356.0,Medium,0,
yellow,Steadfast,食い下がり|Stand Your Ground,Steadfast,217.0,239.0,195.0,174.0,152.0,Medium,0,
gold,Cooldown,クールダウン,Cooldown,508.0,559.0,457.0,406.0,356.0,Long,0,
blue,Deep Breaths,深呼吸,Deep Breaths,217.0,239.0,195.0,174.0,152.0,Long,0,
gold,Innate Experience,内的体験|Intrinsic Experience,Innate Experience,508.0,559.0,457.0,406.0,356.0,Long,0,
yellow,Inside Scoop,内弁慶|King of the Castle,Inside Scoop,217.0,239.0,195.0,174.0,152.0,Long,0,
gold,Adrenaline Rush,火事場のバ鹿力|Fight or Flight,Adrenaline Rush,508.0,559.0,457.0,406.0,356.0,Long,0,
blue,Extra Tank,別腹タンク|Backup Belly,Extra Tank,217.0,239.0,195.0,174.0,152.0,Long,0,
red,Trick (Front),トリック（前）,Trick (Front),217.0,,,,,,0,
red,Trick (Rear),トリック（後）|Trick (Back),Trick (Rear),217.0,,,,,,0,
red,Frenzied Front Runners,逃げ駆け引き|Frantic Runners,Frenzied Front Runners,174.0,,,,,,0,
red,Frenzied Pace Chasers,先行駆け引き|Frantic Leaders,Frenzied Pace Chasers,174.0,,,,,,0,
red,Frenzied Late Surgers,差し駆け引き|Frantic Betweeners,Frenzied Late Surgers,174.0,,,,,,0,
red,Frenzied End Closers,追込駆け引き|Frantic Chasers,Frenzied End Closers,174.0,,,,,,0,
red,Subdued Front Runners,逃げけん制|Restrained Runners,Subdued Front Runners,217.0,,,,,,0,
red,Flustered Front Runners,逃げ焦り|Panicked Runners,Flustered Front Runners,217.0,,,,,,0,
red,Hesitant Front Runners,逃げためらい|Faltering Runners,Hesitant Front Runners,217.0,,,,,,0,
red,Subdued Pace Chasers,先行けん制|Restrained Leaders,Subdued Pace Chasers,217.0,,,,,,0,
red,Flustered Pace Chasers,先行焦り|Panicked Leaders,Flustered Pace Chasers,217.0,,,,,,0,
red,Hesitant Pace Chasers,先行ためらい|Faltering Leaders,Hesitant Pace Chasers,217.0,,,,,,0,
red,Subdued Late Surgers,差しけん制|Restrained Betweeners,Subdued Late Surgers,217.0,,,,,,0,
red,Flustered Late Surgers,差し焦り|Panicked Betweeners,Flustered Late Surgers,217.0,,,,,,0,
red,Hesitant Late Surgers,差しためらい|Faltering Betweeners,Hesitant Late Surgers,217.0,,,,,,0,
red,Subdued End Closers,追込けん制|Restrained Chasers,Subdued End Closers,217.0,,,,,,0,
red,Flustered End Closers,追込焦り|Panicked Chasers,Flustered End Closers,217.0,,,,,,0,
red,Hesitant End Closers,追込ためらい|Faltering Chasers,Hesitant End Closers,217.0,,,,,,0,
green,Oi Racecourse ◎,大井レース場◎|Ooi Racetrack ◎,Oi Racecourse ◎,174.0,,,,,,0,
green,Oi Racecourse ○,大井レース場○|Ooi Racetrack ○,Oi Racecourse ○,129.0,,,,,,0,
purple,Oi Racecourse ×,大井レース場×|Ooi Racetrack ×,Oi Racecourse ×,50.0,,,,,,0,
yellow,Sprint Straightaways ◎,短距離直線◎|Short Distance Straights ◎,Sprint Straightaways ◎,262.0,288.0,236.0,210.0,183.0,Sprint,0,
yellow,Sprint Straightaways ○,短距離直線○|Short Distance Straights ○,Sprint Straightaways ○,217.0,239.0,195.0,174.0,152.0,Sprint,0,
yellow,Sprint Corners ◎,短距離コーナー◎|Short Distance Corners ◎,Sprint Corners ◎,262.0,288.0,236.0,210.0,183.0,Sprint,0,
yellow,Sprint Corners ○,短距離コーナー○|Short Distance Corners ○,Sprint Corners ○,217.0,239.0,195.0,174.0,152.0,Sprint,0,
gold,Staggering Lead,圧倒的リード|Overwhelming Lead,Staggering Lead,508.0,559.0,457.0,406.0,356.0,Sprint,0,
yellow,Huge Lead,大きなリード|Big Lead,Huge Lead,262.0,288.0,236.0,210.0,183.0,Sprint,0,
gold,Plan X,プランX,Plan X,508.0,559.0,457.0,406.0,356.0,Sprint,0,
yellow,Countermeasure,善後策|Countermeasures,Countermeasure,217.0,239.0,195.0,174.0,152.0,Sprint,0,
gold,Perfect Prep!,準備万全！|Flawless Preparation!,Perfect Prep!,394.0,433.0,355.0,315.0,276.0,Sprint,0,
yellow,Meticulous Measures,仕掛け準備|Calculated Preparations,Meticulous Measures,174.0,191.0,157.0,139.0,122.0,Sprint,0,
red,Intimidate,後方釘付|Final Nail,Intimidate,262.0,288.0,236.0,210.0,183.0,Sprint,0,
gold,You've Got No Shot,逃亡禁止令|Escape Prohibition,You've Got No Shot,170.0,,,,,,0,
red,Stop Right There!,抜け駆け禁止|No Running Allowed,Stop Right There!,262.0,288.0,236.0,210.0,183.0,Sprint,0,
yellow,Mile Straightaways ◎,マイル直線◎|Mile Straights ◎,Mile Straightaways ◎,262.0,288.0,236.0,210.0,183.0,Mile,0,
yellow,Mile Straightaways ○,マイル直線○|Mile Straights ○,Mile Straightaways ○,217.0,239.0,195.0,174.0,152.0,Mile,0,
yellow,Mile Corners ◎,マイルコーナー◎,Mile Corners ◎,262.0,288.0,236.0,210.0,183.0,Mile,0,
yellow,Mile Corners ○,マイルコーナー○,Mile Corners ○,217.0,239.0,195.0,174.0,152.0,Mile,0,
